"","Site","X Variable","Y Variable","R Squared","P Value"
"712","HC2","Salinity","Cyanos",0.00769656966984421,0.713030782313359
"713","JIC1","Salinity","Cyanos",0.00730031287346245,0.736047467046941
"714","JIC2","Salinity","Cyanos",1.8096741289259e-05,0.985798743597
"715","SC1","Salinity","Cyanos",0.000966216780376651,0.8964937293893
"716","SC2","Salinity","Cyanos",0.147762555037596,0.0942478678808538
"717","SC3","Salinity","Cyanos",0.0082035793785613,0.704124906152476
"718","SR1","Salinity","Cyanos",0.0112141181807657,0.685840241344796
"719","WC1","Salinity","Cyanos",0.00600343886189322,0.745418438148693
"720","WR1","Salinity","Cyanos",0.00137524459950202,0.880193669645499
"721","AR1","Tidal Height","Cyanos",0.0101238514610875,0.639928652254773
"722","AR2","Tidal Height","Cyanos",0.00473108414111212,0.738476222488442
"723","AR3","Tidal Height","Cyanos",0.000735431665092997,0.89537772868318
"724","CC1","Tidal Height","Cyanos",0.0470710714699898,0.297537005959571
"725","CH1","Tidal Height","Cyanos",0.0076885619558668,0.676838588143642
"726","CH2","Tidal Height","Cyanos",0.0368153366764191,0.380450848797009
"727","CH3","Tidal Height","Cyanos",0.127604512517792,0.0795993939804102
"728","CS1","Tidal Height","Cyanos",0.165696731413237,0.039030298012031
"729","FB1","Tidal Height","Cyanos",0.0116080360130661,0.600360716951324
"730","FC1","Tidal Height","Cyanos",0.00534348193105535,0.728404509336506
"731","HC1","Tidal Height","Cyanos",0.119544549714143,0.106096281359851
"732","HC2","Tidal Height","Cyanos",0.0287806071934576,0.407371554306353
"733","JIC1","Tidal Height","Cyanos",0.0268759101560476,0.443998055465979
"734","JIC2","Tidal Height","Cyanos",0.140768905779896,0.0589343672325767
"735","SC1","Tidal Height","Cyanos",0.0209481369370906,0.48053816719975
"736","SC2","Tidal Height","Cyanos",0.0654410441747986,0.207177094513312
"737","SC3","Tidal Height","Cyanos",0.00218459781056215,0.82063449673443
"738","SR1","Tidal Height","Cyanos",5.0887066173105e-05,0.974865743484945
"739","WC1","Tidal Height","Cyanos",0.00391921289618996,0.761268320210709
"740","WR1","Tidal Height","Cyanos",0.0787124295424677,0.174324788405355
"741","AR1","Phosphate","Cyanos",0.059925331685686,0.379221512132021
"742","AR2","Phosphate","Cyanos",0.0145514436378913,0.644674051237973
"743","AR3","Phosphate","Cyanos",0.0860016526182237,0.253293973125815
"744","CC1","Phosphate","Cyanos",0.037613465426248,0.455751731555513
"745","CH1","Phosphate","Cyanos",0.0506380457703658,0.402071790283966
"746","CH2","Phosphate","Cyanos",0.132850038299045,0.200101348795573
"747","CH3","Phosphate","Cyanos",0.0471348557625244,0.419274417848275
"748","CS1","Phosphate","Cyanos",0.0227263542594381,0.563573813438044
"749","FB1","Phosphate","Cyanos",0.0192325548512796,0.59554259134926
"750","FC1","Phosphate","Cyanos",0.00975627118199154,0.715904309511741
"751","HC1","Phosphate","Cyanos",0.0934373091580501,0.287870324366274
"752","HC2","Phosphate","Cyanos",0.214874690002851,0.0609172994867968
"753","JIC1","Phosphate","Cyanos",0.00725381015004072,0.76281136013847
"754","JIC2","Phosphate","Cyanos",0.0238293966328774,0.554146399430231
"755","SC1","Phosphate","Cyanos",0.11895875597396,0.175162928106421
"756","SC2","Phosphate","Cyanos",0.362190891588961,0.0105883316951405
"757","SC3","Phosphate","Cyanos",0.000500244222383618,0.93209945787235
"758","SR1","Phosphate","Cyanos",0.0116479914613654,0.680117429856232
"759","WC1","Phosphate","Cyanos",0.0841249399476959,0.258780606575123
"760","WR1","Phosphate","Cyanos",0.0200255648803951,0.6011316627459
"761","AR1","Nitrate","Cyanos",0.0690252341885315,0.344135645946296
"762","AR2","Nitrate","Cyanos",0.0179699317694675,0.607996199634369
"763","AR3","Nitrate","Cyanos",0.0106752829797259,0.693127208092784
"764","CC1","Nitrate","Cyanos",0.028890294173942,0.514270899846746
"765","CH1","Nitrate","Cyanos",0.029286930462286,0.526269311248807
"766","CH2","Nitrate","Cyanos",0.0691806088760558,0.363598924625639
"767","CH3","Nitrate","Cyanos",0.00148541384439887,0.88730883878019
"768","CS1","Nitrate","Cyanos",0.00185057082539482,0.869783465841758
"769","FB1","Nitrate","Cyanos",0.162023328022032,0.109189673762684
"770","FC1","Nitrate","Cyanos",0.0179562946595961,0.620765098608793
"771","HC1","Nitrate","Cyanos",0.227443609192258,0.0846578157321992
"772","HC2","Nitrate","Cyanos",0.112886974391853,0.187331804431399
"773","JIC1","Nitrate","Cyanos",0.0886490105005429,0.281129291919513
"774","JIC2","Nitrate","Cyanos",0.089186591196279,0.244281383245773
"775","SC1","Nitrate","Cyanos",0.050841051795081,0.384219582252368
"776","SC2","Nitrate","Cyanos",0.0177594401014503,0.610124710348696
"777","SC3","Nitrate","Cyanos",0.0747202699981196,0.288421189279472
"778","SR1","Nitrate","Cyanos",1.24560881739546e-05,0.989274145550286
"779","WC1","Nitrate","Cyanos",0.0302462795647863,0.504410956048157
"780","WR1","Nitrate","Cyanos",0.00311951736949347,0.837222739999786
"781","AR1","Temperature","PrasinoA",0.0289866047555286,0.437350960340188
"782","AR2","Temperature","PrasinoA",0.0286459808018208,0.418635381354795
"783","AR3","Temperature","PrasinoA",0.0721697506338224,0.18450806473145
"784","CC1","Temperature","PrasinoA",0.0260323259204322,0.462051095771379
"785","CH1","Temperature","PrasinoA",0.068626422216528,0.227234742479783
"786","CH2","Temperature","PrasinoA",0.000807846837077168,0.900082540508802
"787","CH3","Temperature","PrasinoA",0.0345020560662589,0.407888592827203
"788","CS1","Temperature","PrasinoA",0.00861113293239044,0.652080646942231
"789","FB1","Temperature","PrasinoA",0.178612422379876,0.0314813411826804
"790","FC1","Temperature","PrasinoA",0.0904906629396384,0.143968010629955
"791","HC1","Temperature","PrasinoA",0.0010216053586221,0.890606717137532
"792","HC2","Temperature","PrasinoA",0.000436645781358499,0.922794055090601
"793","JIC1","Temperature","PrasinoA",0.00855331298026917,0.674700802882336
"794","JIC2","Temperature","PrasinoA",0.00425039350942624,0.751685060940227
"795","SC1","Temperature","PrasinoA",0.038648525072447,0.357198053799818
"796","SC2","Temperature","PrasinoA",0.0739257139985287,0.179052241286078
"797","SC3","Temperature","PrasinoA",0.000342934382222465,0.928454433356826
"798","SR1","Temperature","PrasinoA",0.0347773923147697,0.405990659452363
"799","WC1","Temperature","PrasinoA",0.0524770736976492,0.260301114658711
"800","WR1","Temperature","PrasinoA",0.00677460016368974,0.708883025065565
"801","AR1","CDOM","PrasinoA",0.0355562987517022,0.50093124678026
"802","AR2","CDOM","PrasinoA",5.34070794072463e-05,0.977792383729712
"803","AR3","CDOM","PrasinoA",0.0148362674768731,0.641431029985253
"804","CC1","CDOM","PrasinoA",0.125056046438489,0.163774518797065
"805","CH1","CDOM","PrasinoA",0.0543984909411206,0.384659995395366
"806","CH2","CDOM","PrasinoA",0.220132748667968,0.090552884741778
"807","CH3","CDOM","PrasinoA",0.258612105784265,0.0442735303012113
"808","CS1","CDOM","PrasinoA",0.00260492648524824,0.845757882150506
"809","FB1","CDOM","PrasinoA",0.0929280788547498,0.250951608459483
"810","FC1","CDOM","PrasinoA",0.00916929227165495,0.724262642672856
"811","HC1","CDOM","PrasinoA",0.2210020696469,0.0898321646520553
"812","HC2","CDOM","PrasinoA",0.149768730839549,0.124876404219983
"813","JIC1","CDOM","PrasinoA",0.0600253365345201,0.378811460300247
"814","JIC2","CDOM","PrasinoA",0.00124139559531375,0.893207540780182
"815","SC1","CDOM","PrasinoA",0.0720491775536584,0.297551615197401
"816","SC2","CDOM","PrasinoA",0.00158104999989661,0.87956874937556
"817","SC3","CDOM","PrasinoA",0.0325446308609685,0.488387546904885
"818","SR1","CDOM","PrasinoA",0.0019418415720059,0.866637270569804
"819","WC1","CDOM","PrasinoA",3.63729396159631e-05,0.981672308807833
"820","WR1","CDOM","PrasinoA",1.12105707808961e-05,0.990181175428281
"821","AR1","Salinity","PrasinoA",0.00393224710876147,0.804762076098627
"822","AR2","Salinity","PrasinoA",0.00132908475842839,0.87872083233805
"823","AR3","Salinity","PrasinoA",9.61360398504072e-05,0.967275025032031
"824","CC1","Salinity","PrasinoA",0.232045317391619,0.0315054342054059
"825","CH1","Salinity","PrasinoA",0.255498082974586,0.0272641859411008
"826","CH2","Salinity","PrasinoA",0.0653555089983807,0.321998375228647
"827","CH3","Salinity","PrasinoA",0.190846772993941,0.0614571042685254
"828","CS1","Salinity","PrasinoA",0.290471434924944,0.0142045666570443
"829","FB1","Salinity","PrasinoA",0.154751471589257,0.0861674839436088
"830","FC1","Salinity","PrasinoA",0.00305506214881349,0.822179576314089
"831","HC1","Salinity","PrasinoA",0.0278112589850432,0.522349072833182
"832","HC2","Salinity","PrasinoA",0.0116611029939104,0.650430483008206
"833","JIC1","Salinity","PrasinoA",0.659040684829691,4.30023098790579e-05
"834","JIC2","Salinity","PrasinoA",0.233787983885407,0.0307828633304008
"835","SC1","Salinity","PrasinoA",0.110001751984267,0.153131924188736
"836","SC2","Salinity","PrasinoA",0.0791861151435809,0.229400475976666
"837","SC3","Salinity","PrasinoA",0.033262971401006,0.441534101829574
"838","SR1","Salinity","PrasinoA",0.136000759715831,0.145215418336522
"839","WC1","Salinity","PrasinoA",0.00505616522110341,0.765779308064259
"840","WR1","Salinity","PrasinoA",1.0109779292134e-06,0.996740498041596
"841","AR1","Tidal Height","PrasinoA",0.000971089539244416,0.885067412209442
"842","AR2","Tidal Height","PrasinoA",0.00869341747401382,0.650525634965001
"843","AR3","Tidal Height","PrasinoA",0.000516613940875821,0.912242552777077
"844","CC1","Tidal Height","PrasinoA",0.16406786548596,0.044578695850466
"845","CH1","Tidal Height","PrasinoA",0.0611846725322867,0.233224525364192
"846","CH2","Tidal Height","PrasinoA",0.0109071172715102,0.635334448785759
"847","CH3","Tidal Height","PrasinoA",0.00212222183817574,0.826913996311235
"848","CS1","Tidal Height","PrasinoA",0.00640349173942121,0.697579851920834
"849","FB1","Tidal Height","PrasinoA",0.0645965477827029,0.210234896519546
"850","FC1","Tidal Height","PrasinoA",0.244413417672611,0.0120012055866872
"851","HC1","Tidal Height","PrasinoA",0.0384441204994177,0.369913229745915
"852","HC2","Tidal Height","PrasinoA",0.000475602006650877,0.915785283241265
"853","JIC1","Tidal Height","PrasinoA",0.146805458831609,0.0645877867631969
"854","JIC2","Tidal Height","PrasinoA",0.229988603078551,0.0131713153228608
"855","SC1","Tidal Height","PrasinoA",0.0150423858568961,0.550584080995224
"856","SC2","Tidal Height","PrasinoA",0.0244005009652404,0.446045852934425
"857","SC3","Tidal Height","PrasinoA",0.00890279593042602,0.646608012315862
"858","SR1","Tidal Height","PrasinoA",0.0452666094395197,0.341794952587595
"859","WC1","Tidal Height","PrasinoA",0.0736149971777504,0.180004649446262
"860","WR1","Tidal Height","PrasinoA",0.0160004895399939,0.546832318086162
"861","AR1","Phosphate","PrasinoA",0.0463152034083727,0.441129783280439
"862","AR2","Phosphate","PrasinoA",0.0667908769907485,0.31655687405664
"863","AR3","Phosphate","PrasinoA",0.599326951903353,0.000264823082542158
"864","CC1","Phosphate","PrasinoA",0.169300930128347,0.100815486217945
"865","CH1","Phosphate","PrasinoA",0.0357735001774629,0.482954839349752
"866","CH2","Phosphate","PrasinoA",0.000715220759486844,0.927690432018573
"867","CH3","Phosphate","PrasinoA",0.268372795577944,0.0398215597648046
"868","CS1","Phosphate","PrasinoA",0.0795351752475738,0.272781269599478
"869","FB1","Phosphate","PrasinoA",0.127755888323328,0.158980383942067
"870","FC1","Phosphate","PrasinoA",0.039159840796165,0.46254778395811
"871","HC1","Phosphate","PrasinoA",0.0359886996183905,0.515963881155957
"872","HC2","Phosphate","PrasinoA",0.079084276152346,0.274203198756137
"873","JIC1","Phosphate","PrasinoA",0.0393726671783355,0.478370214957667
"874","JIC2","Phosphate","PrasinoA",0.140953878556118,0.137538113247032
"875","SC1","Phosphate","PrasinoA",0.0256944167626252,0.538841521056844
"876","SC2","Phosphate","PrasinoA",0.000948448339458496,0.90659553430913
"877","SC3","Phosphate","PrasinoA",0.0327813746863826,0.486783452057221
"878","SR1","Phosphate","PrasinoA",0.0365816456834913,0.462119006481896
"879","WC1","Phosphate","PrasinoA",0.00414420223039536,0.806097748786149
"880","WR1","Phosphate","PrasinoA",0.0287886556161198,0.529862099257996
"881","AR1","Nitrate","PrasinoA",0.0677670356306725,0.348733460374904
"882","AR2","Nitrate","PrasinoA",0.00117882546546012,0.895919579551403
"883","AR3","Nitrate","PrasinoA",0.0119476839042724,0.676235883353179
"884","CC1","Nitrate","PrasinoA",0.0627385568470225,0.332218622073416
"885","CH1","Nitrate","PrasinoA",0.00396243384305201,0.816852289912289
"886","CH2","Nitrate","PrasinoA",0.018152715617341,0.646073498772881
"887","CH3","Nitrate","PrasinoA",0.0130017361597657,0.674135726689668
"888","CS1","Nitrate","PrasinoA",0.00750575141088104,0.74092989036061
"889","FB1","Nitrate","PrasinoA",0.126591268776484,0.161030334525254
"890","FC1","Nitrate","PrasinoA",0.095766826386663,0.243473623288006
"891","HC1","Nitrate","PrasinoA",0.0892871812856992,0.299382292922754
"892","HC2","Nitrate","PrasinoA",0.0284142608791047,0.517808600827564
"893","JIC1","Nitrate","PrasinoA",0.187722411333806,0.10667645694706
"894","JIC2","Nitrate","PrasinoA",0.0526683148993324,0.375578642819365
"895","SC1","Nitrate","PrasinoA",0.0230795222122032,0.560523408191869
"896","SC2","Nitrate","PrasinoA",0.0453744878978537,0.411725351140897
"897","SC3","Nitrate","PrasinoA",0.0768688572812948,0.28131602232839
"898","SR1","Nitrate","PrasinoA",0.00174767500216749,0.873427243586209
"899","WC1","Nitrate","PrasinoA",0.0496632186000648,0.389930360621139
"900","WR1","Nitrate","PrasinoA",0.0129034750166101,0.675306458795441
"901","AR1","Temperature","PrasinoB",0.0743403841346687,0.208139956802187
"902","AR2","Temperature","PrasinoB",0.0419612642769711,0.325974608947345
"903","AR3","Temperature","PrasinoB",0.0280167212877958,0.413757967717519
"904","CC1","Temperature","PrasinoB",0.042036612783104,0.348003040694396
"905","CH1","Temperature","PrasinoB",0.0309176995414362,0.422248060343269
"906","CH2","Temperature","PrasinoB",0.0550030644863316,0.293459829847184
"907","CH3","Temperature","PrasinoB",0.0858829819455118,0.18563232335594
"908","CS1","Temperature","PrasinoB",0.02963108238099,0.400423924797732
"909","FB1","Temperature","PrasinoB",0.000244665420462283,0.939546717512128
"910","FC1","Temperature","PrasinoB",0.113132222367124,0.100184620422225
"911","HC1","Temperature","PrasinoB",0.063636549851099,0.269944782383405
"912","HC2","Temperature","PrasinoB",0.0356937894881411,0.376617629495066
"913","JIC1","Temperature","PrasinoB",0.0194806780626119,0.525322687253427
"914","JIC2","Temperature","PrasinoB",0.0643926228372437,0.210980849662167
"915","SC1","Temperature","PrasinoB",0.0199838021906045,0.509965921057535
"916","SC2","Temperature","PrasinoB",0.069251951619021,0.193982067036706
"917","SC3","Temperature","PrasinoB",0.0271109270822076,0.421517714452157
"918","SR1","Temperature","PrasinoB",0.0272662319205117,0.462729858549642
"919","WC1","Temperature","PrasinoB",0.090155822629391,0.136127314351807
"920","WR1","Temperature","PrasinoB",0.0643378463314592,0.242870373910332
"921","AR1","CDOM","PrasinoB",8.13203140010152e-06,0.99195249697852
"922","AR2","CDOM","PrasinoB",0.00378907818405806,0.814449631975823
"923","AR3","CDOM","PrasinoB",0.000643045920999824,0.923039317631169
"924","CC1","CDOM","PrasinoB",0.427401198958031,0.00442061013313961
"925","CH1","CDOM","PrasinoB",2.43542243853725e-06,0.995423426814443
"926","CH2","CDOM","PrasinoB",0.00771186925635247,0.765303335639742
"927","CH3","CDOM","PrasinoB",0.0672348869746732,0.33215726405524
"928","CS1","CDOM","PrasinoB",0.00110913402598947,0.89902780662171
"929","FB1","CDOM","PrasinoB",0.00318731034730376,0.835485755295537
"930","FC1","CDOM","PrasinoB",6.72404068402091e-05,0.97595569991795
"931","HC1","CDOM","PrasinoB",0.274146265899835,0.0546609440192599
"932","HC2","CDOM","PrasinoB",0.000201901489787922,0.956834916728316
"933","JIC1","CDOM","PrasinoB",0.0240228559354516,0.581249963369572
"934","JIC2","CDOM","PrasinoB",0.000167780002535043,0.960648162132331
"935","SC1","CDOM","PrasinoB",0.000216329536179467,0.955320617965445
"936","SC2","CDOM","PrasinoB",0.0858562985665708,0.253714167103417
"937","SC3","CDOM","PrasinoB",0.0509394195564014,0.383747719937087
"938","SR1","CDOM","PrasinoB",0.0474415071222204,0.401018318786474
"939","WC1","CDOM","PrasinoB",0.0436340217722982,0.421051574346224
"940","WR1","CDOM","PrasinoB",0.0027400626814811,0.847328173560059
"941","AR1","Salinity","PrasinoB",0.0717251769343158,0.282618596683213
"942","AR2","Salinity","PrasinoB",0.0754080447784051,0.241320567640517
"943","AR3","Salinity","PrasinoB",0.00176205515506514,0.860517611328343
"944","CC1","Salinity","PrasinoB",0.0166270350710426,0.587954207529417
"945","CH1","Salinity","PrasinoB",0.0862227756720813,0.22240279972347
"946","CH2","Salinity","PrasinoB",0.061968286315855,0.335303189389066
"947","CH3","Salinity","PrasinoB",0.0696322187026522,0.274996002510365
"948","CS1","Salinity","PrasinoB",0.00134352491419014,0.878068464782467
"949","FB1","Salinity","PrasinoB",0.0133042173960649,0.628214798655591
"950","FC1","Salinity","PrasinoB",2.09297982571215e-05,0.985169994780735
"951","HC1","Salinity","PrasinoB",0.0728847790198976,0.294658961612783
"952","HC2","Salinity","PrasinoB",0.156447625197575,0.0843123508062749
"953","JIC1","Salinity","PrasinoB",0.0327583063168009,0.4723082245004
"954","JIC2","Salinity","PrasinoB",0.016536293160503,0.588983214469974
"955","SC1","Salinity","PrasinoB",0.10564233154669,0.162029658296887
"956","SC2","Salinity","PrasinoB",0.120992157747328,0.132888157434297
"957","SC3","Salinity","PrasinoB",0.000727053564085097,0.910155975686275
"958","SR1","Salinity","PrasinoB",0.120683631333692,0.171859740839317
"959","WC1","Salinity","PrasinoB",0.000790919282014062,0.906308930486647
"960","WR1","Salinity","PrasinoB",0.170647553983,0.0787658149814018
"961","AR1","Tidal Height","PrasinoB",0.0166356938152112,0.548070600473493
"962","AR2","Tidal Height","PrasinoB",0.0967534961969705,0.121932044381102
"963","AR3","Tidal Height","PrasinoB",0.0164402127359291,0.532480507584576
"964","CC1","Tidal Height","PrasinoB",0.00334511922140725,0.78361621949262
"965","CH1","Tidal Height","PrasinoB",0.129031074702965,0.0778171259814644
"966","CH2","Tidal Height","PrasinoB",0.0546682954447425,0.282927944805319
"967","CH3","Tidal Height","PrasinoB",0.119841287219279,0.0900443861676938
"968","CS1","Tidal Height","PrasinoB",0.124132691901599,0.0775201595760438
"969","FB1","Tidal Height","PrasinoB",0.167822207639228,0.0376769796521564
"970","FC1","Tidal Height","PrasinoB",0.0123566630920807,0.596811110040491
"971","HC1","Tidal Height","PrasinoB",6.8964234592904e-08,0.999051159201048
"972","HC2","Tidal Height","PrasinoB",0.0602549831822295,0.22678086534543
"973","JIC1","Tidal Height","PrasinoB",0.0477620919516538,0.304908610769632
"974","JIC2","Tidal Height","PrasinoB",0.00344394484514788,0.775824039518231
"975","SC1","Tidal Height","PrasinoB",0.00138197653266589,0.856920869271927
"976","SC2","Tidal Height","PrasinoB",0.0533755844058971,0.256147647626994
"977","SC3","Tidal Height","PrasinoB",0.00514137528239731,0.727777089327395
"978","SR1","Tidal Height","PrasinoB",0.281111892871848,0.0111415202912591
"979","WC1","Tidal Height","PrasinoB",0.0006065366493889,0.904942489044339
"980","WR1","Tidal Height","PrasinoB",0.0688682474867706,0.205043143567967
"981","AR1","Phosphate","PrasinoB",0.0974605272070953,0.257296716855839
"982","AR2","Phosphate","PrasinoB",0.117766857504621,0.17748429054632
"983","AR3","Phosphate","PrasinoB",0.020341802672875,0.585018300295055
"984","CC1","Phosphate","PrasinoB",0.0649138148390482,0.323695869757539
"985","CH1","Phosphate","PrasinoB",0.261147281430214,0.0430749352791544
"986","CH2","Phosphate","PrasinoB",0.0473355444011424,0.45495141505585
"987","CH3","Phosphate","PrasinoB",0.00221672305509413,0.862536369476979
"988","CS1","Phosphate","PrasinoB",0.0131596157047028,0.661089976199195
"989","FB1","Phosphate","PrasinoB",0.0122324266066887,0.67259981155804
"990","FC1","Phosphate","PrasinoB",0.0951975536769065,0.244953032773574
"991","HC1","Phosphate","PrasinoB",0.0255025166892313,0.585522813856609
"992","HC2","Phosphate","PrasinoB",0.0369993177502661,0.45952555631385
"993","JIC1","Phosphate","PrasinoB",0.0970067786858862,0.258466512917221
"994","JIC2","Phosphate","PrasinoB",0.297835956259539,0.0234446386613703
"995","SC1","Phosphate","PrasinoB",0.00122994852052345,0.893698422115068
"996","SC2","Phosphate","PrasinoB",0.0257983103751252,0.538011054408831
"997","SC3","Phosphate","PrasinoB",0.181647521516136,0.0880267706508603
"998","SR1","Phosphate","PrasinoB",0.0469740248006289,0.403405974310791
"999","WC1","Phosphate","PrasinoB",0.0688340857972864,0.309002903927068
"1000","WR1","Phosphate","PrasinoB",0.00157512243193555,0.883976629366923
"1001","AR1","Nitrate","PrasinoB",0.000792074096445673,0.920691348238197
"1002","AR2","Nitrate","PrasinoB",0.0547282527137923,0.366141899596291
"1003","AR3","Nitrate","PrasinoB",0.0281898481623576,0.519490561052736
"1004","CC1","Nitrate","PrasinoB",0.000157790512538484,0.96183680174789
"1005","CH1","Nitrate","PrasinoB",0.0203936341703658,0.597772890842588
"1006","CH2","Nitrate","PrasinoB",0.00953714556883877,0.7397902684849
"1007","CH3","Nitrate","PrasinoB",0.019237613452217,0.608453307842938
"1008","CS1","Nitrate","PrasinoB",0.000122169053231965,0.966417081338036
"1009","FB1","Nitrate","PrasinoB",0.0188340271153778,0.599416810664512
"1010","FC1","Nitrate","PrasinoB",0.0538506612893648,0.387132741461068
"1011","HC1","Nitrate","PrasinoB",0.077569801044318,0.334942014906333
"1012","HC2","Nitrate","PrasinoB",0.0248642995507289,0.545559190675865
"1013","JIC1","Nitrate","PrasinoB",0.480423872488747,0.00416947071158227
"1014","JIC2","Nitrate","PrasinoB",0.00114077912620742,0.897604512074267
"1015","SC1","Nitrate","PrasinoB",0.00887519016980843,0.719112459659248
"1016","SC2","Nitrate","PrasinoB",0.0433027123817794,0.422860483416825
"1017","SC3","Nitrate","PrasinoB",0.00105710462442653,0.901413451937658
"1018","SR1","Nitrate","PrasinoB",0.0305039605604125,0.502572421299128
"1019","WC1","Nitrate","PrasinoB",0.025293836650041,0.542064780899832
"1020","WR1","Nitrate","PrasinoB",0.00975610494200518,0.715906636389753
"1021","AR1","Temperature","Chloro",0.045913296963293,0.326207967546048
"1022","AR2","Temperature","Chloro",0.0128767412839586,0.589141400123911
"1023","AR3","Temperature","Chloro",0.000484613782665734,0.91499397674347
"1024","CC1","Temperature","Chloro",0.00781816349201168,0.688281070731336
"1025","CH1","Temperature","Chloro",0.0592069696072785,0.26323091057889
"1026","CH2","Temperature","Chloro",0.105365289755985,0.140510979644956
"1027","CH3","Temperature","Chloro",2.90396230860435e-06,0.993994898704192
"1028","CS1","Temperature","Chloro",0.0895565221299514,0.137500016852584
"1029","FB1","Temperature","Chloro",0.01261042490625,0.58494793258461
"1030","FC1","Temperature","Chloro",0.00303403967938493,0.793700078524639
"1031","HC1","Temperature","Chloro",0.0330244687558146,0.430474815563731
"1032","HC2","Temperature","Chloro",0.0682804744127804,0.217442073220265
"1033","JIC1","Temperature","Chloro",0.00116971637126373,0.876883880743239
"1034","JIC2","Temperature","Chloro",0.236759300753213,0.0117133832968111
"1035","SC1","Temperature","Chloro",0.0429063816403736,0.331456969590231
"1036","SC2","Temperature","Chloro",0.1254060151402,0.0759104999348436
"1037","SC3","Temperature","Chloro",0.209841711561882,0.0186043784416986
"1038","SR1","Temperature","Chloro",0.00353136588685525,0.792788588929432
"1039","WC1","Temperature","Chloro",0.066593058544289,0.203085780666451
"1040","WR1","Temperature","Chloro",0.0494777175860895,0.307667677360814
"1041","AR1","CDOM","Chloro",0.0548052503731025,0.401026150736852
"1042","AR2","CDOM","Chloro",0.0416302309059294,0.432162841810595
"1043","AR3","CDOM","Chloro",0.000280385047955616,0.949141164048814
"1044","CC1","CDOM","Chloro",0.00168582130583284,0.87567062252617
"1045","CH1","CDOM","Chloro",0.00730819077455547,0.752921034031848
"1046","CH2","CDOM","Chloro",0.329474309408096,0.0318340459971021
"1047","CH3","CDOM","Chloro",0.0737591092702324,0.308909176219708
"1048","CS1","CDOM","Chloro",0.0636051385921332,0.328790433533134
"1049","FB1","CDOM","Chloro",0.0786205247870591,0.292852971346465
"1050","FC1","CDOM","Chloro",0.103825781078823,0.22355761945989
"1051","HC1","CDOM","Chloro",0.000221119572620091,0.959761032944649
"1052","HC2","CDOM","Chloro",0.012364421645947,0.670930932899735
"1053","JIC1","CDOM","Chloro",0.0939803642657091,0.266423941555953
"1054","JIC2","CDOM","Chloro",0.0552089966674003,0.363984247647626
"1055","SC1","CDOM","Chloro",0.0123307279980378,0.671355950558209
"1056","SC2","CDOM","Chloro",0.175240467605867,0.0944516002120921
"1057","SC3","CDOM","Chloro",0.0782927075664566,0.276720300778098
"1058","SR1","CDOM","Chloro",0.0410118489434662,0.435676618829223
"1059","WC1","CDOM","Chloro",0.0281905045917614,0.519485627721582
"1060","WR1","CDOM","Chloro",0.00773071178624367,0.74609201694786
"1061","AR1","Salinity","Chloro",0.0199633909017174,0.576002371151864
"1062","AR2","Salinity","Chloro",0.00096617120263643,0.896496158121552
"1063","AR3","Salinity","Chloro",0.00435806633915365,0.782146679652839
"1064","CC1","Salinity","Chloro",0.0130394676268561,0.631677926044336
"1065","CH1","Salinity","Chloro",0.00736711183996972,0.726804998647989
"1066","CH2","Salinity","Chloro",0.00280814275571356,0.839924745153076
"1067","CH3","Salinity","Chloro",0.0338476488780752,0.450868965187936
"1068","CS1","Salinity","Chloro",0.0457840007633424,0.365014487243754
"1069","FB1","Salinity","Chloro",0.00778611983691756,0.711434253060904
"1070","FC1","Salinity","Chloro",0.169167108544281,0.0802062482396024
"1071","HC1","Salinity","Chloro",0.177910346592677,0.0917206118676139
"1072","HC2","Salinity","Chloro",0.114554397020507,0.144383526831846
"1073","JIC1","Salinity","Chloro",0.0166495471008413,0.609854202254436
"1074","JIC2","Salinity","Chloro",0.00707174404164732,0.724472227817182
"1075","SC1","Salinity","Chloro",0.0138473622866576,0.621239132415042
"1076","SC2","Salinity","Chloro",0.0948531387924336,0.186488889285239
"1077","SC3","Salinity","Chloro",0.0131130196860697,0.630711563261221
"1078","SR1","Salinity","Chloro",0.0715214855532179,0.299395788173267
"1079","WC1","Salinity","Chloro",0.0355682111374711,0.425856926066658
"1080","WR1","Salinity","Chloro",0.0346931931977916,0.44516920559123
"1081","AR1","Tidal Height","Chloro",0.00149341101098843,0.857718311564311
"1082","AR2","Tidal Height","Chloro",0.0431716284121329,0.308426981039432
"1083","AR3","Tidal Height","Chloro",0.0260998346151496,0.430430371371085
"1084","CC1","Tidal Height","Chloro",0.0462587944516442,0.301845747315406
"1085","CH1","Tidal Height","Chloro",0.0166024938340386,0.539322742248627
"1086","CH2","Tidal Height","Chloro",0.00133510579567719,0.868536384940155
"1087","CH3","Tidal Height","Chloro",0.0271929646497742,0.430861844740743
"1088","CS1","Tidal Height","Chloro",0.0998822957956412,0.115749002379728
"1089","FB1","Tidal Height","Chloro",0.0889836864782284,0.13882575509183
"1090","FC1","Tidal Height","Chloro",0.128185031800755,0.078869230468031
"1091","HC1","Tidal Height","Chloro",0.0115184356573401,0.625963445091458
"1092","HC2","Tidal Height","Chloro",0.0635088187704988,0.21424837658656
"1093","JIC1","Tidal Height","Chloro",0.000162480888489616,0.95286061638106
"1094","JIC2","Tidal Height","Chloro",0.0189706003328307,0.502235701889873
